date,symbol,open,high,low,close,volume,adj_close
2018-03-16,IWM,156.98,158.27,156.75,157.8,36000300.0,149.59
2018-03-19,IWM,157.17,157.21,154.45,156.28,25663000.0,148.15
2018-03-20,IWM,156.67,157.02,155.77,156.24,11418500.0,148.11
2018-03-21,IWM,156.32,158.26,156.2,157.15,22213500.0,148.97
2018-03-22,IWM,155.66,156.62,153.31,153.35,29774800.0,145.7
2018-03-23,IWM,153.56,153.94,150.0,150.05,35744100.0,142.57
2018-03-26,IWM,152.09,153.38,150.43,153.33,28442400.0,145.68
2018-03-27,IWM,153.66,153.7,149.71,150.36,32820600.0,142.86
2018-03-28,IWM,150.74,151.35,149.39,150.31,26510900.0,142.82
2018-03-29,IWM,151.08,153.1,150.75,151.83,22617700.0,144.26
2018-04-02,IWM,151.52,152.07,147.18,148.13,35040700.0,140.74
2018-04-03,IWM,149.02,150.6,148.3,150.25,29857800.0,142.76
2018-04-04,IWM,148.5,152.58,148.27,152.16,29619700.0,144.57
2018-04-05,IWM,153.04,153.61,152.32,153.42,17301600.0,145.77
2018-04-06,IWM,152.37,153.4,149.15,150.36,25762700.0,142.86
2018-04-09,IWM,151.4,152.6,150.42,150.54,18997000.0,143.03
2018-04-10,IWM,152.14,153.95,151.67,153.38,23420000.0,145.73
2018-04-11,IWM,152.78,154.31,152.63,153.71,14884600.0,146.05
2018-04-12,IWM,154.43,155.41,153.93,154.76,14413200.0,147.04
2018-04-13,IWM,155.29,155.33,153.51,153.95,19813600.0,146.27
2018-04-16,IWM,154.84,155.82,154.11,155.37,18846900.0,147.62
2018-04-17,IWM,156.21,157.49,155.96,157.06,18624200.0,149.23
2018-04-18,IWM,157.52,158.38,157.16,157.48,16974200.0,149.63
2018-04-19,IWM,157.14,157.54,155.88,156.39,16174500.0,148.59
2018-04-20,IWM,156.05,156.72,155.15,155.55,21480600.0,147.79
2018-04-23,IWM,155.78,156.29,154.57,155.32,13268200.0,147.58
2018-04-24,IWM,155.9,156.63,153.19,154.43,24859700.0,146.73
2018-04-25,IWM,154.36,154.8,152.96,154.2,21981400.0,146.51
2018-04-26,IWM,154.42,155.41,153.94,154.91,14862900.0,147.19
2018-04-27,IWM,154.88,155.37,153.78,154.69,17734300.0,146.98
2018-04-30,IWM,155.02,155.65,153.29,153.32,15624600.0,145.68
2018-05-01,IWM,153.01,154.29,151.71,154.07,24977500.0,146.39
2018-05-02,IWM,153.78,155.78,153.68,154.65,16786800.0,146.94
2018-05-03,IWM,154.11,154.5,152.16,153.81,20985900.0,146.14
2018-05-04,IWM,153.26,156.5,152.8,155.73,17927900.0,147.97
2018-05-07,IWM,156.19,157.86,156.1,157.05,16303500.0,149.22
2018-05-08,IWM,156.92,157.83,156.75,157.83,17281200.0,149.96
2018-05-09,IWM,158.01,159.1,157.38,158.68,15758500.0,150.77
2018-05-10,IWM,158.9,160.17,158.76,159.53,15828700.0,151.58
2018-05-11,IWM,159.55,160.13,159.04,159.84,14413600.0,151.87
2018-05-14,IWM,160.02,160.69,159.05,159.23,15028500.0,151.29
2018-05-15,IWM,158.71,159.59,158.17,159.26,17544900.0,151.32
2018-05-16,IWM,159.49,161.32,159.47,160.92,21004400.0,152.9
2018-05-17,IWM,161.0,162.0,160.75,161.66,18639700.0,153.6
2018-05-18,IWM,161.95,162.32,161.55,161.87,17579800.0,153.8
2018-05-21,IWM,162.37,163.24,162.36,162.94,15667300.0,154.82
2018-05-22,IWM,163.26,163.33,161.63,161.76,13212000.0,153.69
2018-05-23,IWM,161.33,162.28,161.13,161.97,14235700.0,153.89
2018-05-24,IWM,161.92,162.35,160.62,162.03,12785000.0,153.95
2018-05-25,IWM,161.75,162.16,161.47,161.74,11150200.0,153.68
2018-05-29,IWM,160.88,162.23,160.11,161.52,20986900.0,153.47
2018-05-30,IWM,162.36,164.39,162.36,164.08,25169000.0,155.9
2018-05-31,IWM,164.08,164.38,162.34,162.77,28573700.0,154.65
2018-06-01,IWM,163.83,164.38,163.28,163.84,21108200.0,155.67
2018-06-04,IWM,164.32,164.71,163.32,164.71,14836000.0,156.5
2018-06-05,IWM,164.55,165.77,164.34,165.73,13283600.0,157.47
2018-06-06,IWM,165.71,166.93,165.58,166.93,16661300.0,158.61
2018-06-07,IWM,167.11,167.23,165.23,166.02,17571900.0,157.74
2018-06-08,IWM,166.06,166.61,165.76,166.52,17569800.0,158.22
2018-06-11,IWM,166.64,167.11,166.29,166.77,15923000.0,158.45
2018-06-12,IWM,166.92,167.94,166.73,167.53,16166700.0,159.18
2018-06-13,IWM,167.77,167.87,166.62,166.87,19853700.0,158.55
2018-06-14,IWM,167.49,167.84,166.61,167.76,19248100.0,159.4
2018-06-15,IWM,167.24,167.87,166.53,167.81,24922600.0,159.44
2018-06-18,IWM,166.97,168.61,166.73,168.6,18616500.0,160.19
2018-06-19,IWM,167.55,168.77,166.54,168.61,24605900.0,160.2
2018-06-20,IWM,169.45,170.2,168.95,169.97,19216900.0,161.5
2018-06-21,IWM,169.98,170.08,167.77,168.38,26946200.0,159.98
2018-06-22,IWM,169.01,169.2,167.31,167.82,33638200.0,159.45
2018-06-25,IWM,167.24,167.37,164.14,165.08,37005100.0,156.85
2018-06-26,IWM,165.23,166.66,164.85,166.04,20464000.0,157.76
2018-06-27,IWM,166.21,166.51,163.31,163.38,27511800.0,155.23
2018-06-28,IWM,163.23,164.22,162.26,163.88,26759100.0,155.71
2018-06-29,IWM,164.31,165.05,163.61,163.77,24146500.0,155.6
2018-07-02,IWM,162.76,164.96,162.48,164.9,24283600.0,156.68
2018-07-03,IWM,164.75,165.7,164.7,164.96,13561300.0,157.3
2018-07-05,IWM,165.86,166.87,164.83,166.84,18640500.0,159.1
2018-07-06,IWM,166.97,168.44,166.52,168.25,19597500.0,160.44
2018-07-09,IWM,169.01,169.33,168.39,169.31,16565200.0,161.45
2018-07-10,IWM,169.58,169.87,167.57,168.54,18790700.0,160.72
2018-07-11,IWM,167.62,168.61,167.05,167.11,23912600.0,159.35
2018-07-12,IWM,168.07,168.25,166.64,167.92,19617600.0,160.13
2018-07-13,IWM,167.85,168.73,167.42,167.42,15409100.0,159.65
2018-07-16,IWM,167.76,168.03,165.96,166.77,15946900.0,159.03
2018-07-17,IWM,166.75,168.0,166.59,167.51,15134700.0,159.73
2018-07-18,IWM,167.36,168.06,166.57,167.98,13780000.0,160.18
2018-07-19,IWM,167.77,169.25,167.26,169.17,18398300.0,161.32
2018-07-20,IWM,168.8,169.31,168.35,168.48,17570700.0,160.66
2018-07-23,IWM,168.3,169.15,167.81,168.69,12335000.0,160.86
2018-07-24,IWM,169.45,169.76,166.22,166.89,25831300.0,159.14
2018-07-25,IWM,166.94,167.5,166.14,167.5,18401200.0,159.72
2018-07-26,IWM,167.66,169.37,167.51,168.4,20944200.0,160.58
2018-07-27,IWM,168.5,168.72,164.79,165.26,28777100.0,157.59
2018-07-30,IWM,165.25,166.02,164.07,164.2,20093700.0,156.58
2018-07-31,IWM,164.53,166.62,164.39,165.87,23567300.0,158.17
2018-08-01,IWM,165.7,166.24,164.5,165.76,17942600.0,158.07
2018-08-02,IWM,164.96,167.21,164.94,166.97,18292200.0,159.22
2018-08-03,IWM,167.15,167.68,165.61,166.39,21734900.0,158.67
2018-08-06,IWM,166.27,167.51,165.9,167.32,16288800.0,159.55
2018-08-07,IWM,167.89,168.49,167.6,167.72,15045700.0,159.93
2018-08-08,IWM,167.72,167.99,166.49,167.57,14789500.0,159.79
2018-08-09,IWM,167.65,168.71,167.55,168.0,10437800.0,160.2
2018-08-10,IWM,167.05,168.67,166.96,167.53,20521900.0,159.75
2018-08-13,IWM,167.74,168.05,165.88,166.55,20517200.0,158.82
2018-08-14,IWM,166.91,168.6,166.89,168.2,17683100.0,160.39
2018-08-15,IWM,167.7,167.82,165.15,166.09,27479900.0,158.38
2018-08-16,IWM,166.86,168.17,166.69,167.63,15484700.0,159.85
2018-08-17,IWM,167.47,168.47,166.93,168.35,15106700.0,160.54
2018-08-20,IWM,168.81,169.18,167.83,168.82,12547300.0,160.98
2018-08-21,IWM,169.14,171.36,169.12,170.76,20661200.0,162.83
2018-08-22,IWM,170.59,171.49,170.42,171.18,14329200.0,163.23
2018-08-23,IWM,171.09,171.52,170.18,170.66,12945800.0,162.74
2018-08-24,IWM,171.15,171.78,171.02,171.59,11894300.0,163.62
2018-08-27,IWM,172.11,172.94,171.62,171.84,15880400.0,163.86
2018-08-28,IWM,172.16,172.48,171.1,172.0,13170300.0,164.02
2018-08-29,IWM,172.02,172.77,171.46,172.5,13157900.0,164.49
2018-08-30,IWM,172.17,173.23,171.82,172.36,14199600.0,164.36
2018-08-31,IWM,171.96,173.39,171.95,173.02,12240500.0,164.99
2018-09-04,IWM,172.79,173.12,171.12,172.25,17923500.0,164.25
2018-09-05,IWM,172.18,172.23,170.36,171.79,15166100.0,163.82
2018-09-06,IWM,172.17,172.48,170.42,170.63,16647700.0,162.71
2018-09-07,IWM,170.21,171.45,169.66,170.54,17248000.0,162.62
2018-09-10,IWM,171.25,171.68,170.39,170.75,11067100.0,162.82
2018-09-11,IWM,170.6,171.6,170.0,171.03,14078400.0,163.09
2018-09-12,IWM,170.79,171.09,169.33,170.62,21572300.0,162.7
2018-09-13,IWM,171.28,171.54,170.26,170.66,14570500.0,162.74
2018-09-14,IWM,170.77,171.93,170.4,171.38,15734900.0,163.42
2018-09-17,IWM,171.42,171.54,169.35,169.56,20023200.0,161.69
2018-09-18,IWM,169.8,170.71,169.63,170.27,13018000.0,162.37
2018-09-19,IWM,170.28,171.07,169.07,169.65,17593500.0,161.77
2018-09-20,IWM,170.37,171.3,169.81,171.22,16918700.0,163.27
2018-09-21,IWM,171.75,171.82,170.22,170.4,32539000.0,162.49
2018-09-24,IWM,170.26,170.5,168.76,169.77,15786700.0,161.89
2018-09-25,IWM,170.05,170.52,169.85,170.03,13758500.0,162.14
2018-09-26,IWM,169.93,170.03,167.78,168.03,17787200.0,160.66
2018-09-27,IWM,168.37,168.7,167.76,168.04,14471900.0,160.66
2018-09-28,IWM,167.45,169.0,167.45,168.55,22740300.0,161.15
2018-10-01,IWM,169.29,169.32,165.77,166.33,27893100.0,159.03
2018-10-02,IWM,166.18,166.53,164.18,164.53,28440300.0,157.31
2018-10-03,IWM,165.18,166.73,164.51,165.97,26027200.0,158.69
2018-10-04,IWM,165.44,165.65,163.13,163.64,29463000.0,156.46
2018-10-05,IWM,163.75,164.16,160.66,162.16,31240100.0,155.04
2018-10-08,IWM,161.77,162.4,160.55,161.82,21330700.0,154.72
2018-10-09,IWM,161.62,162.74,160.98,161.19,20620400.0,154.12
2018-10-10,IWM,160.82,160.99,156.36,156.56,46921800.0,149.69
2018-10-11,IWM,155.81,157.32,153.51,153.57,68877400.0,146.83
2018-10-12,IWM,155.56,155.76,151.89,153.6,53492600.0,146.86
2018-10-15,IWM,153.36,155.29,152.54,154.17,32747600.0,147.4
2018-10-16,IWM,155.28,158.86,154.04,158.64,35569100.0,151.68
2018-10-17,IWM,158.18,158.22,155.89,157.96,24140100.0,151.03
2018-10-18,IWM,157.41,157.63,154.37,155.0,31042700.0,148.2
2018-10-19,IWM,155.47,156.36,152.74,153.36,34214200.0,146.63
2018-10-22,IWM,153.92,154.45,152.52,153.03,28218300.0,146.31
2018-10-23,IWM,150.93,152.89,148.92,151.66,37228100.0,145.0
2018-10-24,IWM,151.43,151.98,145.82,145.95,40412400.0,139.54
2018-10-25,IWM,146.73,149.82,146.41,149.11,32311300.0,142.57
2018-10-26,IWM,147.54,149.42,144.7,147.48,36986100.0,141.01
2018-10-29,IWM,149.13,150.63,145.07,146.67,33031300.0,140.23
2018-10-30,IWM,146.85,149.89,146.56,149.73,29017200.0,143.16
2018-10-31,IWM,151.26,151.86,150.03,150.03,36785400.0,143.45
2018-11-01,IWM,150.89,153.77,150.81,153.49,28496400.0,146.75
2018-11-02,IWM,154.06,154.89,152.44,154.0,26671600.0,147.24
2018-11-05,IWM,154.04,154.66,152.35,153.88,16940900.0,147.13
2018-11-06,IWM,153.65,155.11,153.52,154.64,15572900.0,147.85
2018-11-07,IWM,155.36,157.41,154.8,157.41,22127800.0,150.5
2018-11-08,IWM,156.61,157.9,156.34,156.99,14987700.0,150.1
2018-11-09,IWM,156.0,156.03,152.95,154.08,20654400.0,147.32
2018-11-12,IWM,154.02,154.17,150.84,151.03,21886800.0,144.4
2018-11-13,IWM,151.6,153.09,150.29,150.55,18468500.0,143.94
2018-11-14,IWM,151.82,152.46,148.48,149.45,24549100.0,142.89
2018-11-15,IWM,148.49,151.8,148.13,151.58,24482000.0,144.93
2018-11-16,IWM,150.61,152.29,150.06,151.94,29323500.0,145.27
2018-11-19,IWM,151.68,152.03,148.37,148.86,21540900.0,142.33
2018-11-20,IWM,147.25,148.43,145.59,145.99,25907000.0,139.58
2018-11-21,IWM,146.78,149.37,146.53,148.03,17902300.0,141.53
2018-11-23,IWM,146.82,149.3,146.81,147.89,11134800.0,141.4
2018-11-26,IWM,149.32,150.4,148.74,149.81,15346400.0,143.23
2018-11-27,IWM,149.18,149.73,148.29,148.57,14461800.0,142.05
2018-11-28,IWM,149.2,152.37,147.7,152.24,26125900.0,145.56
2018-11-29,IWM,151.61,152.74,150.44,151.83,15134500.0,145.17
2018-11-30,IWM,151.46,152.86,151.08,152.62,20304700.0,145.92
2018-12-03,IWM,154.39,154.48,152.02,154.08,23379800.0,147.32
2018-12-04,IWM,153.75,154.13,147.14,147.52,41077900.0,141.05
2018-12-06,IWM,145.45,147.2,143.43,147.2,37581200.0,140.74
2018-12-07,IWM,147.14,148.26,143.27,144.02,28525100.0,137.7
2018-12-10,IWM,144.27,144.72,141.45,143.6,30776600.0,137.3
2018-12-11,IWM,145.68,146.19,142.39,143.45,29229300.0,137.15
2018-12-12,IWM,144.88,146.76,144.76,144.82,27894800.0,138.46
2018-12-13,IWM,145.24,145.69,142.54,142.77,23205400.0,136.5
2018-12-14,IWM,141.73,143.23,140.1,140.61,24037200.0,134.44
2018-12-17,IWM,139.67,140.88,136.16,137.02,36468500.0,131.44
2018-12-18,IWM,138.26,139.18,136.29,136.85,42277200.0,131.28
2018-12-19,IWM,136.8,138.68,133.25,134.0,47676600.0,128.55
2018-12-20,IWM,133.63,134.41,130.23,131.79,57908100.0,126.43
2018-12-21,IWM,132.38,132.95,127.98,128.37,59404800.0,123.15
2018-12-24,IWM,127.73,128.47,125.84,125.88,28575700.0,120.76
2018-12-26,IWM,126.28,132.1,125.81,131.93,40182700.0,126.56
2018-12-27,IWM,130.27,132.48,127.87,132.48,39527900.0,127.09
2018-12-28,IWM,132.48,135.01,131.54,132.86,35994400.0,127.45
2018-12-31,IWM,133.72,134.05,131.8,133.9,29173400.0,128.45
2019-01-02,IWM,132.17,135.17,131.54,134.66,27295100.0,129.18
2019-01-03,IWM,133.91,134.64,131.65,132.25,29294600.0,126.87
2019-01-04,IWM,133.92,137.6,133.71,137.19,35355300.0,131.61
2019-01-07,IWM,137.26,140.37,136.74,139.59,30477900.0,133.91
2019-01-08,IWM,140.8,141.79,139.39,141.73,27320900.0,135.96
2019-01-09,IWM,142.22,143.39,141.62,142.9,25764600.0,137.09
2019-01-10,IWM,142.06,143.72,141.35,143.64,22896800.0,137.8
2019-01-11,IWM,143.01,143.99,142.68,143.68,22428400.0,137.83
2019-01-14,IWM,142.82,143.44,142.09,142.25,29185000.0,136.46
2019-01-15,IWM,142.65,143.65,142.09,143.45,25678900.0,137.61
2019-01-16,IWM,143.68,145.25,143.67,144.52,20827300.0,138.64
2019-01-17,IWM,143.99,146.33,143.97,145.83,19273400.0,139.9
2019-01-18,IWM,146.6,147.92,146.0,147.33,28306700.0,141.34
2019-01-22,IWM,146.46,146.76,144.05,145.0,27741100.0,139.1
2019-01-23,IWM,145.32,146.18,143.46,144.6,20621300.0,138.72
2019-01-24,IWM,144.43,145.76,144.33,145.47,16976300.0,139.55
2019-01-25,IWM,146.62,147.64,146.43,147.34,22266900.0,141.34
2019-01-28,IWM,145.96,146.91,145.37,146.55,22784700.0,140.59
2019-01-29,IWM,146.71,146.82,145.88,146.2,12084800.0,140.25
2019-01-30,IWM,146.98,148.34,145.68,147.8,25516900.0,141.79
2019-01-31,IWM,147.61,149.3,147.53,149.06,27252900.0,142.99
